profile_id,latent_profile_id,condition,condition_replicate,gender,age,year_birth,age_band,race,education,income,party,state_fips,state_abbr
LP0430__model-accuracy__R1,LP0430,Model accuracy,1,Male,72,1954,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,18,IN
LP0431__model-accuracy__R1,LP0431,Model accuracy,1,Male,69,1957,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Other,48,TX
LP0432__model-accuracy__R1,LP0432,Model accuracy,1,Male,70,1956,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,17,IL
LP0433__model-accuracy__R1,LP0433,Model accuracy,1,Male,82,1944,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,45,SC
LP0434__model-accuracy__R1,LP0434,Model accuracy,1,Male,72,1954,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,13,GA
LP0435__model-accuracy__R1,LP0435,Model accuracy,1,Male,60,1966,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,55,WI
LP0436__model-accuracy__R1,LP0436,Model accuracy,1,Male,76,1950,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,48,TX
LP0437__model-accuracy__R1,LP0437,Model accuracy,1,Male,66,1960,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,17,IL
LP0438__model-accuracy__R1,LP0438,Model accuracy,1,Male,68,1958,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,12,FL
LP0439__model-accuracy__R1,LP0439,Model accuracy,1,Male,64,1962,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,12,FL
LP0440__model-accuracy__R1,LP0440,Model accuracy,1,Male,66,1960,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,42,PA
LP0441__model-accuracy__R1,LP0441,Model accuracy,1,Male,79,1947,60+,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican,55,WI
LP0442__model-accuracy__R1,LP0442,Model accuracy,1,Male,60,1966,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,42,PA
LP0443__model-accuracy__R1,LP0443,Model accuracy,1,Male,72,1954,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,37,NC
LP0444__model-accuracy__R1,LP0444,Model accuracy,1,Male,77,1949,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Other,19,IA
LP0445__model-accuracy__R1,LP0445,Model accuracy,1,Male,69,1957,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,53,WA
LP0446__model-accuracy__R1,LP0446,Model accuracy,1,Male,80,1946,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,42,PA
LP0447__model-accuracy__R1,LP0447,Model accuracy,1,Male,66,1960,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,42,PA
LP0448__model-accuracy__R1,LP0448,Model accuracy,1,Male,73,1953,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,54,WV
LP0449__model-accuracy__R1,LP0449,Model accuracy,1,Male,62,1964,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican,36,NY
LP0450__model-accuracy__R1,LP0450,Model accuracy,1,Male,65,1961,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,53,WA
LP0451__model-accuracy__R1,LP0451,Model accuracy,1,Male,82,1944,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,55,WI
LP0452__model-accuracy__R1,LP0452,Model accuracy,1,Male,62,1964,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,48,TX
LP0453__model-accuracy__R1,LP0453,Model accuracy,1,Male,61,1965,60+,Black / African American,Less than high school,"Less than $30,000",Democrat,36,NY
LP0454__model-accuracy__R1,LP0454,Model accuracy,1,Male,72,1954,60+,Black / African American,Less than high school,"$100,000 to $167,999",Democrat,48,TX
LP0455__model-accuracy__R1,LP0455,Model accuracy,1,Male,67,1959,60+,Black / African American,Some college or Associate's degree,"$168,000 or more",Republican,13,GA
LP0456__model-accuracy__R1,LP0456,Model accuracy,1,Male,61,1965,60+,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,48,TX
LP0457__model-accuracy__R1,LP0457,Model accuracy,1,Male,65,1961,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,04,AZ
LP0458__model-accuracy__R1,LP0458,Model accuracy,1,Male,66,1960,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,13,GA
LP0459__model-accuracy__R1,LP0459,Model accuracy,1,Male,65,1961,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,34,NJ
LP0460__model-accuracy__R1,LP0460,Model accuracy,1,Male,79,1947,60+,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,11,DC
LP0461__model-accuracy__R1,LP0461,Model accuracy,1,Male,62,1964,60+,Black / African American,Some college or Associate's degree,"$168,000 or more",Democrat,06,CA
LP0462__model-accuracy__R1,LP0462,Model accuracy,1,Male,79,1947,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,17,IL
LP0463__model-accuracy__R1,LP0463,Model accuracy,1,Male,62,1964,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,42,PA
LP0464__model-accuracy__R1,LP0464,Model accuracy,1,Male,61,1965,60+,Black / African American,High school diploma / GED,"$168,000 or more",Independent,48,TX
LP0465__model-accuracy__R1,LP0465,Model accuracy,1,Male,61,1965,60+,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent,13,GA
LP0466__model-accuracy__R1,LP0466,Model accuracy,1,Male,88,1938,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,12,FL
LP0467__model-accuracy__R1,LP0467,Model accuracy,1,Male,66,1960,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,48,TX
LP0468__model-accuracy__R1,LP0468,Model accuracy,1,Male,83,1943,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,06,CA
LP0469__model-accuracy__R1,LP0469,Model accuracy,1,Male,78,1948,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,13,GA
LP0470__model-accuracy__R1,LP0470,Model accuracy,1,Male,66,1960,60+,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Republican,06,CA
LP0471__model-accuracy__R1,LP0471,Model accuracy,1,Male,64,1962,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Democrat,48,TX
LP0472__model-accuracy__R1,LP0472,Model accuracy,1,Male,64,1962,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,06,CA
LP0473__model-accuracy__R1,LP0473,Model accuracy,1,Male,71,1955,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,12,FL
LP0474__model-accuracy__R1,LP0474,Model accuracy,1,Male,62,1964,60+,Hispanic / Latino,Master's degree / Professional degree,"$168,000 or more",Independent,35,NM
LP0475__model-accuracy__R1,LP0475,Model accuracy,1,Male,64,1962,60+,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat,55,WI
LP0476__model-accuracy__R1,LP0476,Model accuracy,1,Male,65,1961,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Independent,12,FL
LP0477__model-accuracy__R1,LP0477,Model accuracy,1,Male,81,1945,60+,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent,12,FL
LP0478__model-accuracy__R1,LP0478,Model accuracy,1,Male,71,1955,60+,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Democrat,09,CT
LP0479__model-accuracy__R1,LP0479,Model accuracy,1,Male,69,1957,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,06,CA
LP0480__model-accuracy__R1,LP0480,Model accuracy,1,Male,71,1955,60+,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,36,NY
LP0481__model-accuracy__R1,LP0481,Model accuracy,1,Male,61,1965,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent,04,AZ
LP0482__model-accuracy__R1,LP0482,Model accuracy,1,Male,61,1965,60+,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,27,MN
LP0483__model-accuracy__R1,LP0483,Model accuracy,1,Male,70,1956,60+,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Republican,48,TX
LP0484__model-accuracy__R1,LP0484,Model accuracy,1,Male,64,1962,60+,Asian / Asian American,Bachelor's degree,"$168,000 or more",Republican,06,CA
LP0485__model-accuracy__R1,LP0485,Model accuracy,1,Male,62,1964,60+,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Republican,48,TX
LP0486__model-accuracy__R1,LP0486,Model accuracy,1,Male,60,1966,60+,Asian / Asian American,Doctorate degree / Ph.D.,"$168,000 or more",Independent,08,CO
LP0487__model-accuracy__R1,LP0487,Model accuracy,1,Male,71,1955,60+,Asian / Asian American,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,25,MA
LP0488__model-accuracy__R1,LP0488,Model accuracy,1,Male,73,1953,60+,Asian / Asian American,Doctorate degree / Ph.D.,"$56,000 to $99,999",Independent,06,CA
LP0489__model-accuracy__R1,LP0489,Model accuracy,1,Male,67,1959,60+,Other,High school diploma / GED,"$56,000 to $99,999",Independent,45,SC
LP0490__model-accuracy__R1,LP0490,Model accuracy,1,Male,74,1952,60+,Other,Some college or Associate's degree,"$56,000 to $99,999",Independent,01,AL
LP0491__model-accuracy__R1,LP0491,Model accuracy,1,Female,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other,12,FL
LP0492__model-accuracy__R1,LP0492,Model accuracy,1,Female,21,2005,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,16,ID
LP0493__model-accuracy__R1,LP0493,Model accuracy,1,Female,24,2002,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,54,WV
LP0494__model-accuracy__R1,LP0494,Model accuracy,1,Female,20,2006,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,13,GA
LP0495__model-accuracy__R1,LP0495,Model accuracy,1,Female,25,2001,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,42,PA
LP0496__model-accuracy__R1,LP0496,Model accuracy,1,Female,27,1999,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,51,VA
LP0497__model-accuracy__R1,LP0497,Model accuracy,1,Female,25,2001,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,47,TN
LP0498__model-accuracy__R1,LP0498,Model accuracy,1,Female,23,2003,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Other,41,OR
LP0499__model-accuracy__R1,LP0499,Model accuracy,1,Female,27,1999,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,05,AR
LP0500__model-accuracy__R1,LP0500,Model accuracy,1,Female,27,1999,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,40,OK
LP0501__model-accuracy__R1,LP0501,Model accuracy,1,Female,25,2001,18-29,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican,40,OK
LP0502__model-accuracy__R1,LP0502,Model accuracy,1,Female,26,2000,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,06,CA
LP0503__model-accuracy__R1,LP0503,Model accuracy,1,Female,27,1999,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,36,NY
LP0504__model-accuracy__R1,LP0504,Model accuracy,1,Female,27,1999,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,37,NC
LP0505__model-accuracy__R1,LP0505,Model accuracy,1,Female,28,1998,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,51,VA
LP0506__model-accuracy__R1,LP0506,Model accuracy,1,Female,29,1997,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,17,IL
LP0507__model-accuracy__R1,LP0507,Model accuracy,1,Female,29,1997,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,23,ME
LP0508__model-accuracy__R1,LP0508,Model accuracy,1,Female,24,2002,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,06,CA
LP0509__model-accuracy__R1,LP0509,Model accuracy,1,Female,18,2008,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,17,IL
LP0510__model-accuracy__R1,LP0510,Model accuracy,1,Female,22,2004,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,24,MD
LP0511__model-accuracy__R1,LP0511,Model accuracy,1,Female,26,2000,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,34,NJ
LP0512__model-accuracy__R1,LP0512,Model accuracy,1,Female,28,1998,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,21,KY
LP0513__model-accuracy__R1,LP0513,Model accuracy,1,Female,18,2008,18-29,White / Caucasian,Less than high school,"$168,000 or more",Other,25,MA
LP0514__model-accuracy__R1,LP0514,Model accuracy,1,Female,20,2006,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,41,OR
LP0515__model-accuracy__R1,LP0515,Model accuracy,1,Female,21,2005,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,13,GA
LP0516__model-accuracy__R1,LP0516,Model accuracy,1,Female,19,2007,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,05,AR
LP0517__model-accuracy__R1,LP0517,Model accuracy,1,Female,23,2003,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Other,36,NY
LP0518__model-accuracy__R1,LP0518,Model accuracy,1,Female,25,2001,18-29,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,24,MD
LP0519__model-accuracy__R1,LP0519,Model accuracy,1,Female,25,2001,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,04,AZ
LP0520__model-accuracy__R1,LP0520,Model accuracy,1,Female,23,2003,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,04,AZ
LP0521__model-accuracy__R1,LP0521,Model accuracy,1,Female,22,2004,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,45,SC
LP0522__model-accuracy__R1,LP0522,Model accuracy,1,Female,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,42,PA
LP0523__model-accuracy__R1,LP0523,Model accuracy,1,Female,18,2008,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent,34,NJ
LP0524__model-accuracy__R1,LP0524,Model accuracy,1,Female,27,1999,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,34,NJ
LP0525__model-accuracy__R1,LP0525,Model accuracy,1,Female,27,1999,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,02,AK
LP0526__model-accuracy__R1,LP0526,Model accuracy,1,Female,29,1997,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,34,NJ
LP0527__model-accuracy__R1,LP0527,Model accuracy,1,Female,20,2006,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,04,AZ
LP0528__model-accuracy__R1,LP0528,Model accuracy,1,Female,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,28,MS
LP0529__model-accuracy__R1,LP0529,Model accuracy,1,Female,21,2005,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Democrat,06,CA
LP0530__model-accuracy__R1,LP0530,Model accuracy,1,Female,25,2001,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Other,24,MD
LP0531__model-accuracy__R1,LP0531,Model accuracy,1,Female,22,2004,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,17,IL
LP0532__model-accuracy__R1,LP0532,Model accuracy,1,Female,29,1997,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,09,CT
LP0533__model-accuracy__R1,LP0533,Model accuracy,1,Female,22,2004,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,21,KY
LP0534__model-accuracy__R1,LP0534,Model accuracy,1,Female,22,2004,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,48,TX
LP0535__model-accuracy__R1,LP0535,Model accuracy,1,Female,24,2002,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,45,SC
LP0536__model-accuracy__R1,LP0536,Model accuracy,1,Female,25,2001,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,29,MO
LP0537__model-accuracy__R1,LP0537,Model accuracy,1,Female,23,2003,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,31,NE
LP0538__model-accuracy__R1,LP0538,Model accuracy,1,Female,29,1997,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,18,IN
LP0539__model-accuracy__R1,LP0539,Model accuracy,1,Female,18,2008,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,13,GA
LP0540__model-accuracy__R1,LP0540,Model accuracy,1,Female,27,1999,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,21,KY
LP0541__model-accuracy__R1,LP0541,Model accuracy,1,Female,23,2003,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,53,WA
LP0542__model-accuracy__R1,LP0542,Model accuracy,1,Female,21,2005,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,06,CA
LP0543__model-accuracy__R1,LP0543,Model accuracy,1,Female,24,2002,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,13,GA
LP0544__model-accuracy__R1,LP0544,Model accuracy,1,Female,23,2003,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Other,51,VA
LP0545__model-accuracy__R1,LP0545,Model accuracy,1,Female,25,2001,18-29,Black / African American,Less than high school,"$30,000 to $55,999",Republican,39,OH
LP0546__model-accuracy__R1,LP0546,Model accuracy,1,Female,25,2001,18-29,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,22,LA
